subid,tier
27624117,8
27271292,8
21623109,6
20966674,4
28277233,2
23740757,7
27126965,5
25404533,2
24651263,8
26595237,1
20654473,4
29382777,1
21486521,8
24285337,8
26041136,5
22916416,7
20598808,7
20115371,5
29156780,8
23057505,8
24711659,7
22674330,6
28090899,5
29685001,8
23149374,3
29487089,1
28853813,8
23253651,8
23029773,8
27119899,8
27690184,8
26741060,2
23699454,3
23743772,8
20815728,6
29976412,5
20551009,8
23463871,5
20869942,4
26916417,5
23040307,4
25208928,1
21112826,6
29004794,5
23382841,6
23650380,2
20081187,5
25550118,4
22344402,5
24843407,3
24117968,8
26546843,6
20202239,6
24664080,4
21425582,5
20950051,7
23133704,5
24358188,2
28726097,8
25998812,5
20023464,1
28577296,7
27771206,1
28641929,4
20719521,5
26627095,3
28882117,8
25057578,1
24767120,8
29274581,1
25799230,5
23091110,7
25952754,7
28909168,6
27086744,3
21897931,5
23817428,6
27931151,7
21898364,7
28214631,8
27866719,5
21019400,6
24295876,5
22421502,6
21630672,8
23691227,8
26204292,5
26635894,7
21415457,7
20592231,5
21175783,5
27324293,7
22382435,6
20484561,4
28408477,8
22485475,7
23763097,6
22938565,6
26090580,1
20539750,8
25533910,4
22205701,5
29025734,3
29683475,7
22105503,6
21828969,7
25616962,2
21407963,1
25624671,1
25828836,7
25947796,8
22369843,8
27231885,5
25817279,7
25401219,5
26340343,8
20707422,8
26666095,8
22753063,2
29358123,7
28175667,8
28649729,8
26127454,7
26286280,8
27908276,2
28136440,2
23337382,5
26125641,6
28617493,6
23637564,4
26705060,8
28079233,3
29775409,4
22259986,1
26665177,3
26640615,8
23778995,5
22972965,5
23469004,1
21090321,7
27262977,8
28841132,6
21566374,3
29194899,6
22374197,3
20569876,8
28120529,5
20142413,6
20161449,6
23274712,1
25982107,1
28396178,6
25801726,8
20884092,7
20387399,3
21864856,4
28956648,8
26493027,6
22666483,8
23809412,8
27132615,5
25023197,8
24468124,1
29313371,5
21404205,7
25465360,6
27070381,4
21002114,4
26042427,8
24464434,7
25375464,6
25258335,6
24947182,3
21449721,4
27724643,6
20050334,4
23931559,5
22635240,5
21376467,4
23731568,5
21489436,5
26924322,4
23029234,2
22857701,1
21631034,7
22177351,5
29153831,3
21651173,4
22255990,4
28686560,1
24622849,8
24824772,4
29031937,7
23844950,1
20027367,4
20807721,6
21928049,3
25209223,5
24669128,2
22276618,1
24512305,3
21954317,6
29987250,4
26250974,7
27305777,2
25156674,1
26359806,7
29902814,6
27027689,8
23239479,6
29131281,4
21561823,1
25402846,3
23286688,6
28213475,8
28454798,1
20255909,4
23923266,4
24366109,4
26015684,1
29514591,8
24205298,3
20530815,7
24967819,6
29881786,7
26929172,6
20970219,7
27669026,5
20062343,7
26676150,8
20414005,7
25095229,7
21098111,5
22824349,4
23884700,1
25516332,8
27266811,6
29149381,5
29795735,4
29470919,4
22883653,1
28583150,4
25411708,7
23716954,2
28915571,1
23535360,6
25487609,1
29299192,2
20420434,2
22401881,8
29841418,6
28310332,6
22163809,1
29879838,8
22807245,3
24233428,2
23893807,1
29821237,8
23708526,3
23457095,8
27323951,4
28091234,5
28110207,4
28993855,1
22733666,2
21397047,8
26780530,3
24232379,1
24006640,2
23262693,2
23542027,6
27096864,4
25047989,5
25577672,4
24221473,8
28936279,6
20561281,5
29455441,6
20624959,8
24881484,7
29447198,6
25991729,6
24623694,7
27994577,3
28545642,8
23658414,5
28884155,4
25018156,7
24667221,6
27700454,8
28395856,6
21495123,1
26634528,8
21605294,4
20339776,5
28092642,5
29763203,2
28405961,7
28947954,6
21705684,3
24632985,6
27456192,3
25896993,3
27761299,6
23300977,5
24010085,3
26967540,1
21114857,3
25560014,3
26792563,5
28658562,4
24815796,4
27288495,4
20165949,6
20370550,4
26424155,4
22941862,5
21413958,4
27838437,8
25659933,4
23527556,1
22229470,5
28065415,1
25841349,4
22672688,7
22381040,5
22456965,8
25557339,8
22935043,4
26128628,6
24456790,4
23152266,4
23493187,8
29813675,6
27766892,4
27074431,5
26617820,5
25506778,3
28625724,1
21416637,5
20418666,4
29517237,1
21771059,8
26944258,4
29982470,1
29316041,6
25623998,6
23862410,4
25612958,3
29505578,7
29429239,6
26087161,8
27355792,4
23603194,2
22971789,4
21106923,1
24483609,8
28844125,1
23848361,3
21482110,8
20287880,8
25109681,7
20034680,6
23950069,1
27378222,3
28223096,7
26546247,3
20119239,8
29991652,7
27216859,7
27159605,8
29160382,8
29393507,6
28954816,6
25985794,6
22151292,2
26486406,8
24327107,4
28984684,5
26256861,1
21685888,6
21848893,2
27244867,5
26131199,7
20185487,4
22319584,3
23339379,8
27425887,7
21237397,1
27131151,7
21544147,1
29128106,6
26900094,1
27656006,4
22739928,2
22597761,8
28893024,6
25745374,8
28191884,7
28158382,2
26319920,6
23477383,4
21820805,4
21490542,4
29621248,1
21090208,8
29207092,4
26459317,3
27904910,7
26853263,6
23851442,8
28283008,1
25547674,1
27341080,8
20025110,6
29375922,5
20277875,8
24986468,3
25210947,1
25140471,6
29989929,5
20918789,2
22918509,8
21510401,8
29079475,3
25146812,8
26096412,1
29688283,7
23045338,8
20694222,6
23969878,4
29145551,8
23590262,8
20787346,7
29533497,5
21894573,2
23844025,6
20040074,4
26075732,2
21524424,1
24599337,4
22975971,6
26623373,7
24432312,8
23107200,3
29273740,8
26242301,2
28807164,7
21068766,3
27184886,4
24258287,8
26369326,6
25436329,2
23790951,5
28285853,5
26103409,2
29057427,6
21559214,2
20738863,4
23314049,7
21892992,3
29758135,4
29518908,1
26386657,1
26233065,3
21976774,2
25902964,8
23868887,3
23598104,5
29259131,4
22371203,5
22588568,3
21583110,6
20368377,7
20432363,4
25439477,6
27604791,8
28579980,7
22315718,8
20954998,4
22010067,8
20431081,5
21714267,8
29239742,8
29081080,6
23167795,5
22682328,5
29576428,8
26946771,5
25823489,4
21491197,6
20361799,4
22006181,1
24833981,1
29828201,5
24140284,1
26569385,4
27235122,4
21279053,1
24097156,8
26647793,4
28576439,8
22990954,8
27864416,6
22316994,7
28966010,8
29472912,8
22686129,7
29931045,5
23351897,4
21479385,6
28228534,1
25715361,4
24047356,4
22624939,1
21004739,6
27850571,6
26116089,6
22351658,7
22582729,8
26368475,7
25607158,5
27729237,7
25196498,6
25600581,7
24825704,4
22024334,7
23510323,8
26969875,8
23382721,4
28881851,2
22144601,5
24503290,2
23661464,2
20065281,6
23282439,3
27203759,3
24460041,4
20161804,1
27210428,7
28489889,3
23478606,4
25975766,6
24922684,7
25185257,6
24567465,6
22160652,2
29240219,7
22566000,7
29399577,7
25535548,6
25294191,6
29771862,6
26049509,6
21372956,1
26946948,4
22539341,5
27234804,7
22161679,7
29069915,4
21265514,8
28534871,7
20369421,6
22639900,1
28395631,6
21764528,1
23407604,6
27252036,6
23632287,7
28448848,4
21390554,6
23702969,6
27040253,4
24333745,7
27798073,5
28878336,6
26943945,2
25447810,3
20947409,6
24027894,5
27903257,7
23024057,8
22739737,3
25363120,4
27813075,2
28284689,6
24960316,4
22592564,3
21561202,5
26598096,6
21712127,2
24980746,5
29895020,8
24533284,8
26439413,3
29060068,6
26282025,7
29532965,5
27141956,8
20148332,2
21075409,6
21121552,8
20386880,4
20372404,6
28099969,7
29962198,1
29925875,8
28464811,7
28114854,7
25700358,5
29551078,6
28889395,5
22734681,2
21690164,2
22292875,3
24467289,4
27130146,6
27260632,2
27553884,8
28141611,5
23059312,5
29815874,7
27610165,4
26363205,1
26064624,7
20283932,8
21964185,8
22872745,1
20608992,8
20216327,6
24915322,8
20249520,6
29025741,6
26625407,3
27606700,4
28184817,6
26289313,2
22177746,7
22798283,4
25100182,8
29246926,4
27907267,6
28410485,3
29305522,6
29113279,1
28692435,6
23024199,4
28487065,3
29111897,4
25873577,1
28929159,8
29292358,6
21770815,3
20794262,2
20404780,6
27729444,8
29824290,6
20720800,7
28377895,6
26976427,8
25308817,1
26475421,8
20775382,8
22505249,6
29550577,8
23230846,1
27704915,8
21093157,5
21416985,3
26725655,4
25801459,7
26004957,1
21562181,7
22272484,8
27660354,3
25571458,6
24255211,7
23199290,8
29618995,4
29703887,8
27567565,8
26373400,7
24694728,8
23874528,2
27489362,5
26393143,6
26093293,6
24873297,4
25061479,8
26875976,3
26722851,8
29959274,7
21288019,8
26918124,7
25306718,6
21822079,1
21693054,4
24219262,5
25213254,7
24647088,1
28673465,7
24749741,7
26557037,6
21450511,4
25355932,1
23290260,7
26710614,7
20292283,7
21614134,4
29215477,1
27010688,8
27545505,7
27759396,7
25788147,6
24281368,3
27426760,8
26310092,8
24952100,4
24461819,1
26258106,6
20191327,2
27556644,8
22997822,4
28088161,3
26880953,8
28356731,7
20235913,3
28710509,1
26744471,7
27556433,8
22479224,1
27599516,7
22319346,6
23560424,7
20914247,3
21727659,1
26176206,6
29600609,7
25223633,8
28519472,2
28996345,8
23068413,4
23710965,6
28346561,8
28111940,6
20858985,6
28922155,4
25583195,7
27600720,6
26682493,1
29937900,3
20651502,6
25145883,3
24771149,7
28551515,8
23023111,5
29650906,4
20847890,7
26996231,4
20346108,7
23715133,4
28657529,2
20483075,1
23481732,1
29724411,6
25476492,6
26255715,8
23722614,8
23528103,8
28402193,7
28144642,6
28713885,5
28551710,8
22340707,6
28216366,8
24575770,7
29740368,3
23536870,8
23978004,7
29823911,8
22572223,5
23339964,4
25278910,2
24606454,8
25384991,7
26165538,7
22099347,7
27305306,6
29246607,6
28828917,6
20369393,8
23498515,2
25816510,4
20915768,8
29801247,7
29844462,7
22668538,6
23613900,5
24198331,8
26864545,4
26879005,5
29846079,6
20065757,1
20675556,8
23993086,7
21457521,5
27703293,7
23490675,5
29402108,2
25972461,3
21590156,3
25924759,5
29856080,6
26161808,5
24483834,8
26973567,1
28201963,5
28460151,1
21838859,5
27248680,8
28017312,7
26600493,7
24915936,7
28844758,5
25288016,2
22492826,4
29578809,4
25910753,1
24660406,6
26193337,2
27851554,4
25448934,7
29290947,6
28176175,8
21942111,8
29346770,8
25550675,2
29962661,1
20739737,8
26044932,1
25953062,4
20155834,7
25091183,7
21359022,4
26793425,2
24152567,5
21151046,4
24524480,7
29984918,6
20597121,1
22593179,3
20323567,5
20057090,7
28747367,4
29441393,1
26936692,8
26127885,8
21780802,7
29124612,6
26049832,8
29317024,3
29253259,2
25401304,1
24151239,2
25499264,3
22669265,8
21322579,6
26219515,3
24800830,6
28460590,8
29450887,8
27622203,4
26120362,5
28656520,3
28484895,5
28191682,5
28231717,6
22591988,4
27460314,7
23005546,6
23742051,5
29093696,7
25468408,3
22924702,7
21073699,1
24049481,5
29898261,1
22774164,5
28091996,2
23587649,5
21653914,7
20470429,4
21378344,4
24715022,5
27236985,7
24466340,1
28488311,7
22646841,4
22078825,3
22661054,4
21824209,2
25266310,2
24209717,6
29926177,3
20043474,1
25520440,8
21363999,3
23272894,6
25730379,8
27958669,7
20986480,2
22341655,6
29234553,6
27739278,2
20454309,1
26873187,4
27387077,6
22482914,7
27525954,7
21004547,7
24386112,7
29788236,6
29915477,1
25651807,7
25372260,7
20639942,1
27612655,6
26068913,7
26198004,7
26204097,1
23922168,2
25142613,6
24733554,6
28979081,8
25808575,1
22059239,1
26637822,6
26506222,7
25859143,6
23793515,8
27816781,2
29812302,3
20593683,1
29141873,7
25059242,4
29224323,4
23920412,8
25094789,5
23612963,6
26220312,5
22576100,3
25318379,8
23204052,1
22067666,8
29672830,8
24354035,6
22392475,7
25747914,2
22663874,6
20547138,5
22576957,5
22245609,6
20234606,6
21508412,5
26634904,3
28645873,4
26558232,8
25986148,6
29515156,4
27760126,8
21409681,8
26042210,8
27089025,5
28848800,8
26499241,3
27481922,8
22372492,4
25263483,5
21385156,7
26499781,8
26039451,7
21816550,6
24807980,1
21811889,2
24046169,7
22039005,7
23465099,7
22155131,8
29890586,1
26374824,1
25148097,8
20953046,7
24609921,5
23420953,3
29800353,5
25145040,7
26940252,7
22730745,5
20683369,6
28713319,7
24775711,2
21450078,7
25783991,1
25085400,6
21086871,2
23212298,2
23125719,6
27980476,8
21906734,7
22989002,3
27711973,7
26014735,5
22469477,5
23077563,8
20501916,1
28381266,8
26671952,7
21152441,6
26537444,1
21933283,5
24616230,8
24183150,6
24845718,8
26299350,3
29180754,5
25571187,6
28249131,6
27409257,6
20549971,1
20925207,6
22692954,7
20294915,2
25892713,3
23861076,6
27561652,7
24863586,7
29152325,6
28055167,5
23247470,3
20322772,4
25664861,4
20690600,3
21082654,1
25550478,4
28434039,8
27731715,2
20166892,1
20371294,5
23626600,7
23936736,7
27167703,8
28781359,8
25033587,3
25423534,4
23108471,3
24120344,7
20533112,8
23624409,7
28169192,4
22412443,2
26150900,5
26360343,4
24078483,1
20886643,4
25523582,2
20714250,5
23359651,8
20208690,2
27049744,6
22083246,2
20534011,6
23996877,8
28806804,5
24474592,3
22577334,7
29630210,3
22177995,3
26053822,1
25187582,4
23701086,2
24477150,5
24690419,1
24624604,1
26578060,1
24840484,5
22210072,8
27541980,5
29701111,7
28479843,7
25814965,6
24575478,4
27091946,5
21824062,1
21264402,8
20061528,1
28844094,1
24971414,4
21741110,5
22719795,2
25485312,5
21738197,6
24630267,8
21458452,4
20374657,2
23733665,5
21525018,8
27517937,1
21559910,2
26678775,4
26173542,1
24414946,6
23345326,6
24677005,5
27650111,3
21372631,8
23342995,3
22041625,3
23327953,5
28471161,4
22821231,6
24131524,1
28096809,2
22756228,4
24023543,1
21449534,8
20096683,4
28972056,6
27912129,2
28345228,8
21443929,7
22249207,4
21179852,7
22211489,8
22204775,8
27891595,8
25825486,5
20162664,4
27573627,5
21733838,4
25125907,8
27033517,6
28072612,8
25537899,8
23521647,8
20469420,7
24698930,8
23303437,4
28184650,3
21039364,8
26101529,4
22071527,8
26996438,7
26701171,6
21242586,1
28723074,7
24873196,8
24060407,6
26339905,8
20723606,6
28012102,1
28014953,7
23301844,7
20036084,2
20049208,6
24416373,1
23092546,5
21278025,5
20287636,1
28558999,8
26130895,2
27228226,1
28569528,6
25464373,8
26809781,1
29184485,4
21100045,4
29956186,2
29882681,8
23774954,4
26403687,8
27775810,3
26625645,6
22894914,6
22556637,5
27445497,8
27046527,6
23725584,7
29431308,6
23641477,4
21711097,1
21489236,6
24201023,6
20592081,1
27841977,6
27493365,5
23527666,4
28641966,8
23424930,4
27753003,7
27688789,7
21358242,8
26210991,4
22732190,6
23188747,7
21489956,6
27544867,4
26387954,2
21545355,7
28570262,4
23233410,1
27499951,5
29120693,6
24472092,7
29924153,8
29357780,8
24570225,6
20118758,5
22404520,7
28598602,8
20292723,7
28995701,2
29605705,6
24366103,5
26484090,6
25304977,8
24935419,7
22549173,6
22003975,5
21241689,5
23646128,8
20315102,8
29930277,6
26090999,7
22688190,2
29747562,3
20702713,7
24510494,3
20083959,8
29900009,4
23789527,2
22081772,6
24503383,3
22358518,4
22074484,8
24659099,1
20643077,2
22881383,8
29964421,8
21421149,2
28785394,1
29551785,7
29244891,8
21374172,5
21641516,7
27319216,3
27058158,1
22597046,5
21364510,4
22083497,4
28774697,2
29677147,4
20833057,7
28438585,6
26033605,2
28093880,7
24899753,6
23183852,7
22641439,8
21697462,2
28047710,1
23390849,7
26138446,6
20444101,4
27251284,4
29189168,3
28909140,8
25150056,1
21221710,5
22195966,6
24388571,5
20131837,5
28378559,7
20702270,4
21494944,8
26865527,2
22190513,2
21325770,4
21924626,8
28218396,2
21593944,7
26204495,5
24394846,2
21405714,7
20162998,4
29700106,4
24137738,7
23671479,8
23445909,4
25918506,1
24969339,7
24766655,5
23474213,4
20922844,7
24443703,4
21653888,1
29419715,8
26403315,5
23304216,8
20873468,7
23555476,6
23453745,1
28366484,5
23047144,6
23519093,1
29297204,1
28751372,8
28559022,4
29615586,3
29430573,7
28037793,6
24735906,4
20433594,1
22571896,4
23990252,3
26529320,5
26434886,1
23019960,5
26436653,8
26221210,8
25786795,2
22005248,8
20478423,5
26901013,8
29535222,6
28635041,5
21425229,6
26704691,4
20761295,8
28641645,3
20007537,1
24585606,7
25603030,3
22884756,8
23936227,7
28723985,3
20943200,4
23700318,2
20429637,7
28021668,2
27758999,6
21057625,1
24726944,5
25079343,4
28379173,7
29372564,5
26377990,7
29507191,4
22157456,4
24244993,6
27745669,3
23353915,4
28364283,7
24808557,8
28901267,3
25767600,2
23626372,5
28435331,6
25233302,8
22502880,4
22116187,2
25443423,3
26255037,8
27184559,8
29424234,8
23073172,1
20774469,8
23032889,1
27026786,1
22605071,5
27367591,8
28678814,8
28974666,5
20025231,6
24760844,8
28412208,7
24795625,6
20314043,2
24248082,7
21009545,4
25627172,6
27751893,4
23440850,7
25722166,4
21182446,8
29669888,8
29029748,1
29443666,8
24192035,5
25421001,8
26109694,2
27668732,6
23403699,1
24864439,4
23033529,6
22143248,3
27650060,7
20606907,7
24070906,5
28197711,7
28195933,8
28705022,8
23145763,1
28309962,8
24325588,2
27877210,5
23198425,1
24603697,5
25508925,7
29511075,4
20867431,5
24850393,4
21205374,4
22287873,1
20198559,5
29801257,2
25641903,2
29231174,3
23171057,3
27590500,8
21070002,4
24675311,4
27758881,7
26664731,8
24894160,4
25321721,1
29471980,6
22277397,3
26903442,8
26438389,7
28521940,6
20511683,4
29875352,2
21040157,7
20770970,1
29338262,4
26901634,6
24575023,8
20840203,6
24807533,4
27815752,8
26849845,7
20624896,5
25565050,8
22980096,6
29382778,7
29257526,7
20720403,4
27191934,4
21926321,1
24137188,3
23014346,7
23028289,5
27629032,2
28649366,4
29190771,7
24384244,2
29074940,3
23850742,2
27866341,3
22340307,3
29591069,8
26935752,1
20151167,5
27653592,6
21810255,6
24004659,4
27580160,5
20474136,4
23478811,4
28698567,4
24839828,1
25178302,8
23335537,8
26734761,8
23733731,6
25537280,8
25137184,6
26498936,5
22205133,7
27370894,3
21828564,5
26130253,8
24251113,8
24010518,8
21672325,4
28416886,4
24384845,3
22612298,3
26229055,4
28088822,6
21588492,5
21309735,7
23080104,5
25650391,7
24529801,2
22961011,8
22657222,1
23918802,7
24315918,4
24415695,5
27473415,2
26362991,3
29483582,5
29449184,5
21771766,2
23775269,5
28022171,2
28292209,4
20858775,6
22760075,5
28546308,6
23733344,5
26474771,6
24097971,8
21029547,8
29426904,8
25715951,8
21609602,3
27855905,8
20926691,6
25052530,6
28798268,6
23604257,6
28446135,4
21593076,5
23199980,8
21758360,2
20497565,7
23385357,7
29245548,1
25827550,6
20577278,5
27912740,8
23895134,4
26169942,8
24136075,1
26082817,7
23043129,3
29703678,2
22314569,8
27983148,7
21377599,2
27591312,1
28569433,8
28827539,5
29092248,1
26354902,4
21309191,7
23360393,3
28999066,6
24374010,5
28649660,3
27999625,1
23691681,3
20497373,4
22482449,4
25761101,1
27954033,8
28353663,5
26311408,8
21701039,1
21377370,7
21936635,6
25731947,7
23987627,1
25330523,6
26084039,8
24478758,5
27316911,4
29088246,7
29047549,7
24441610,8
25393587,8
20689420,1
28718752,8
27151251,4
22978961,8
23576914,4
21554738,7
25760184,6
24424241,2
29429281,4
25905607,1
28835364,1
26260696,5
29018282,8
24892121,6
22580008,4
29095302,7
21015908,2
24402687,1
21933949,6
20350443,7
25307499,8
29739801,7
26915300,6
21820626,8
23398700,2
21826434,1
29807155,4
25733420,3
27967893,7
24411255,4
27102439,6
24399286,1
24980530,6
27651276,7
23994754,8
24300833,1
27696423,4
22995440,7
21948149,7
27868008,6
28571337,2
23506645,1
27532978,1
23696147,1
29862662,8
20443931,7
21795844,6
29941965,7
25241345,3
26887787,7
26935289,8
29120986,1
23787071,7
23171090,6
23358780,2
28457325,1
24622604,5
28130078,3
21166031,6
29393175,5
20967627,2
21339524,6
28432341,7
21234969,6
24408173,4
20895653,1
27243167,5
20385180,5
28035644,8
22835610,8
27490198,6
22367266,2
26646139,6
26557063,1
24229321,8
21937090,7
24730686,1
28828217,8
27160252,1
20249648,4
26317654,6
24031123,8
26403898,7
24043028,7
22075296,4
29163569,7
27672912,3
22847148,8
28800546,8
23886419,8
26236643,8
20484538,1
22372440,4
28732000,3
20344610,5
28282769,8
28633295,8
28752260,7
29709661,5
20330251,1
22429855,5
26628028,8
25414839,6
21016197,1
22949871,8
29566888,1
22541428,1
21108656,3
24729615,5
24972601,4
26070118,8
29463050,5
23763782,7
27986255,7
20923304,7
23733134,5
20866903,2
22339348,6
29254531,6
29365697,6
24625367,4
27892647,8
27006566,6
29071228,5
29445681,5
29941672,2
22517094,8
28047906,5
29612069,7
22725840,7
28022663,7
20783688,4
29391210,7
29106570,5
25070952,5
26229162,7
29253414,8
25038442,8
23090721,7
22248258,1
21100479,3
23238322,4
20119834,8
28017880,4
21937717,2
28245814,1
27842293,8
26890761,6
29149785,8
24744948,8
24340148,7
25568703,1
24703537,4
27844453,5
26356343,8
20704116,6
27490067,1
25885132,5
26290052,1
27813990,2
28262937,7
24315187,7
23727384,4
22840402,5
25465741,7
29425927,2
20939763,7
25011799,1
28360545,1
29755789,5
22921590,7
20140527,7
29395383,3
26252699,8
23095592,4
23045920,1
29314748,4
24384833,7
21397587,6
21174773,8
25850100,1
26369009,4
28329033,6
22046293,7
21627699,7
21612216,8
24661806,2
20616195,5
20762213,2
29513470,7
29223481,1
26796659,6
21060923,7
26473891,8
28546215,4
20874255,1
25139498,2
21656703,7
28523005,6
22803053,7
28717722,2
20932612,7
26810152,1
22611523,8
24550971,4
29697859,7
23146157,5
21765893,5
23431791,8
29796194,5
24256079,7
20737770,7
26533226,4
26752151,4
29934106,6
28364814,6
23153414,4
21940270,2
21573762,5
23798744,6
24404733,8
26617456,4
27541669,8
20865016,7
29648156,8
21881898,7
23001916,4
26212620,7
20414174,8
25726240,8
25835076,4
23805844,7
21430180,7
25010559,8
27224292,7
24700018,6
21480480,4
28634274,7
22553652,2
27252206,1
26570988,3
25155365,8
22088353,3
27933289,8
23122981,7
22696000,5
26565252,2
28183012,2
22323373,6
25518634,7
29451597,5
21447198,6
27398732,5
24955229,8
23813787,8
23326501,5
25501489,6
20075722,7
23355735,4
21098055,1
25860867,8
24155236,8
22148094,8
29617339,3
25771393,2
25216937,2
29116789,7
23918087,7
23387695,8
22259185,3
28330421,7
23585395,7
23327694,8
26775504,2
22129376,1
25210699,4
29014520,4
28720926,3
25831579,7
23084496,4
29945109,8
28757644,2
22487682,3
23937951,5
29833872,4
23910231,7
22260050,4
22698711,7
20186884,8
20156724,1
22772556,4
24268630,8
25146790,4
20439594,6
20790957,8
24684864,1
22794566,1
24956906,6
28458166,7
24565599,3
20327031,5
28503148,7
27732678,2
29499152,8
20842655,8
23713644,4
28511306,7
21073739,8
27833888,4
21142668,8
22131554,5
23065153,2
20826982,2
26367645,1
28722082,8
24173160,6
20735362,5
28442765,8
26238666,8
24450014,8
21509175,8
29365402,3
20884900,8
28538839,7
20584514,2
25485457,2
22123534,4
29616906,8
26484781,8
26306674,8
29850031,3
23226579,4
28042521,8
24120040,1
27741137,7
29060466,6
21555637,1
20672733,5
21643674,7
25528691,8
28220783,5
26932652,4
21367183,4
22831639,4
25724136,4
21608095,8
28520703,4
20689610,8
25541636,2
23270732,7
25293094,8
21139975,5
24246782,3
22092535,4
20979411,3
23994393,6
23771157,8
20304170,1
21888544,5
23990180,8
25578521,8
25855641,3
29939386,8
25002595,5
21389246,5
29720453,2
22953862,8
23038490,1
20045534,2
20691563,3
27034258,3
23060852,6
24432298,8
21061172,6
21180183,8
20096910,3
23744579,4
22384654,7
20783390,6
26154725,6
21019051,1
27023403,7
29325345,5
21650968,5
20961045,5
28248545,1
28815865,1
23788158,7
22053228,2
20268296,1
26343858,3
20687495,8
23698574,1
27546065,7
28371943,3
25750956,7
28572793,6
24728512,5
23904000,7
21861296,4
20669237,7
21678709,7
20369603,8
22867155,5
21448395,8
20704039,5
25164393,7
26601150,3
20559451,6
27226071,6
20313077,2
27710495,4
24117617,3
22034113,6
29793006,7
23355132,8
25913928,4
29675048,8
20997105,6
28189967,2
25846561,7
23909219,2
23211467,6
24568590,8
26119189,4
22461647,1
24039597,8
22557091,7
28873077,2
28403736,7
20204841,4
23189321,8
21248050,7
22023598,5
29380286,2
20737839,7
28907900,7
20784450,1
28990792,8
23489687,2
23813012,2
22006788,3
28563674,5
20351532,4
24673982,8
27798386,1
23556673,2
26411144,4
20258534,3
24743885,5
20672996,6
22434140,6
29706152,1
27318433,5
28913080,5
21208706,4
21535949,4
25901296,8
21718353,5
21740446,7
21960047,8
25709368,6
26124986,3
22776281,5
26357320,4
23205091,7
26000957,1
23458016,2
25512340,5
29220265,8
27669584,7
29589632,2
29413633,5
26200127,6
27231747,7
21947865,3
20907311,2
21450235,7
23749233,8
20246126,1
22839975,6
29858534,7
27313086,5
21233826,6
23292867,2
27746651,3
24250270,4
26443490,2
26784794,8
25615981,5
23014902,1
26465504,1
22486359,8
28127966,8
29248052,5
26374439,1
26315397,8
29048496,7
24288834,5
25225334,6
25017972,6
23685949,8
23170669,3
28090658,4
28490387,7
29710299,8
29852241,6
22884717,8
29375833,7
25052379,1
26126728,4
29615974,2
21707821,3
28789419,6
24005884,7
20526128,2
28147640,4
29946826,8
26615271,6
23614316,3
24090509,2
25491205,7
25251479,5
27349187,5
24902516,6
22159405,7
23715488,6
23150765,8
27041737,3
27957147,2
21160275,3
25848015,5
26181596,1
28715218,8
27294575,5
29581959,7
29556198,8
24840848,3
20857599,1
27564204,4
20031443,4
21541496,3
21333849,5
29623899,7
21697829,6
22551151,3
27336713,4
28776995,2
27056007,2
23238688,6
26343703,2
22510815,1
29394936,8
25883896,8
24460308,1
26739842,5
22002935,1
23936543,4
25710365,6
20847039,8
28020852,8
26705647,8
20044913,8
25737259,5
20748761,1
20475986,7
29012923,6
26584506,1
21091644,8
24636526,4
20718335,5
22110588,3
28666980,8
23258204,2
27185374,8
22150172,4
21413620,8
20790623,4
27010890,6
26477839,2
27134045,5
27465763,6
29762172,1
24957441,8
27613066,2
26903305,4
28802032,5
28168626,3
25150849,8
27181321,3
25066335,4
26241039,6
22076434,7
21234131,7
29986395,5
24885858,6
25574990,3
22129125,4
29372957,4
24079178,7
25978107,4
22064467,4
23882770,3
24390341,5
24539625,2
21472890,5
27936049,3
24385417,5
23293410,1
26009555,8
25463933,7
26869765,8
29884104,8
26592342,6
25667855,1
26744035,3
22148949,8
28304239,6
21573514,1
27685378,6
22531483,1
22578726,1
21513669,3
27507541,8
21862538,4
21720104,6
24078266,8
24642909,1
29994772,1
28023242,6
21153240,3
22133291,1
28087268,3
24354541,8
27019752,7
22667125,3
24366212,5
22721514,4
24760788,4
28940829,8
24222053,6
29321824,6
25885397,7
21715416,1
29429253,2
29375560,8
20912726,2
22705179,2
29904478,4
20994962,7
21184267,7
26998074,3
26885818,2
25346622,6
27120665,5
27751290,3
25709299,1
21850641,5
25462673,4
27703395,8
26263245,7
24538304,4
28363214,4
27819563,8
22520876,8
20243548,4
22764399,7
29339076,8
26876069,7
29458993,2
23669357,2
23912624,1
25889740,2
28745741,3
22456174,7
28305185,3
23336578,8
23327805,5
22318295,8
22377242,2
22431619,1
23323228,8
20370426,8
21137143,7
28832305,3
26058428,7
24788854,1
21886446,3
25296050,4
25440577,3
23431242,8
24009337,2
23086553,4
22057445,1
22904221,5
21798034,4
21474608,8
29056697,5
29278198,7
20706199,7
22639889,4
23118514,7
21045544,6
22291431,5
21073955,8
29583287,1
26289672,2
28517937,1
22484124,1
20909877,3
21342839,2
22189468,1
27627924,2
23654802,8
23700184,6
22329769,7
23013647,5
29995554,3
26786598,4
25844547,6
21759020,6
28947682,5
25618641,5
27578460,1
24263662,4
24802043,1
24945395,4
29252279,6
24609605,8
26938421,4
24536571,2
24214303,4
26726944,8
24683145,4
21491272,3
26740515,8
26905601,6
21902131,8
25909766,3
28215243,4
23323715,3
29643747,2
28636077,2
23948663,4
24247099,1
20651677,2
23386286,8
25604408,1
21742733,8
