subid,tier
25874315,4
29594430,7
23095481,2
24466309,1
20988606,1
27310973,8
26813979,3
21412836,7
25553040,6
20703550,4
26601578,1
28317290,4
20165758,7
22988648,7
24153855,3
23096595,6
22050164,3
21124582,3
25307332,1
28782669,1
24917933,8
23713950,8
22251282,4
23802169,8
23788525,3
22256006,8
22593443,7
20046788,5
20212348,8
23624799,1
21967726,2
20053123,7
26279299,4
29701630,1
25037073,7
24540282,1
25879958,7
28994304,4
28801633,6
23778491,7
23064151,7
28804159,7
28156033,8
27598266,2
21592010,7
24137849,1
27210777,4
27051897,3
28922716,6
20206556,1
24720087,5
29096727,4
29655074,5
28740006,7
21326423,7
29782420,3
21493062,8
29138303,4
24351182,7
29930044,1
27281541,6
26430470,2
29040506,7
29714924,4
26048605,8
21195209,8
28171199,1
22527213,8
25692338,5
29569748,7
21074870,6
28877547,5
22969895,5
23582346,4
26402168,7
26420604,8
20929862,7
29613629,5
27051355,6
28674634,7
21444266,5
28678928,8
27283074,5
27352522,2
27457850,2
29804276,6
25182722,2
20280580,5
29364215,8
28768522,1
29589392,4
21282512,6
24927471,7
23254910,8
29409159,7
23331254,8
27375202,5
26380709,1
21695951,5
29752974,2
25133174,5
27557902,3
27970657,6
20918588,5
27204703,2
23757459,7
23638004,8
24677545,5
27211636,7
23342563,7
27249655,1
28638459,5
23694586,6
25264434,7
29176147,6
20727404,4
26918440,1
21202397,4
29938033,4
26218669,8
21499370,8
26172182,4
21608039,7
29695012,4
20418882,7
28714801,6
20834311,7
29242316,4
22559335,7
25943999,8
26922782,8
23324981,2
23260531,4
22346777,3
27035997,6
26720579,1
27666737,5
23637670,8
20241972,4
27382845,6
24438991,7
20419134,4
24428280,4
22267011,3
22363548,8
24470192,6
25661162,1
24055882,6
23605502,1
22215050,4
26875217,7
24768145,3
21912697,8
21674216,4
24386215,6
23550938,8
27747839,8
26200729,8
22281940,5
21440403,5
22684329,1
26088138,8
25209110,4
28863686,8
21165433,7
29023783,1
26393856,1
23077448,8
29649773,1
28484645,3
21469937,3
21902768,5
20343271,6
20110692,8
22158249,6
22675253,4
20171139,7
23068358,5
24491065,1
21444234,6
28844580,4
29548897,6
21112786,6
25446704,7
24858701,6
27067431,1
27719878,3
24625910,4
28812986,1
28422024,6
20091701,8
28379089,4
20895417,1
25434524,3
23059842,1
26713041,5
27258487,8
24714398,8
27103839,5
20988360,7
24225837,4
20420808,1
27737862,6
25753338,5
23949424,5
25756361,6
24818756,4
24763579,8
29521895,6
20986577,8
20302771,8
27579101,4
23738312,7
29017145,6
22941006,1
29543786,7
21746185,4
20242717,4
26256994,1
25461081,5
26237429,8
21226253,3
24673431,5
25934926,4
23667928,1
20326293,4
29722446,7
27319076,1
25826491,6
25115262,2
23140250,4
24351249,3
21272735,7
23953166,7
25238782,1
29553533,7
27010677,4
25806392,8
21280924,8
21245638,6
21741014,5
25131617,1
28215548,1
22145921,4
26180083,4
23806345,4
24346850,1
21165689,3
22658818,8
27972448,6
20779574,7
28433723,7
25632029,6
26744664,7
28581317,4
25227271,4
21991911,4
29772850,6
25652759,8
27725680,7
22519443,1
28037035,6
25781393,7
21666016,7
25770949,3
27787427,7
28350752,7
27981310,6
28283252,8
28280614,2
29137341,5
28400792,3
21744748,1
24948806,6
21645700,1
29302204,3
25559492,4
23014158,5
22003881,1
24504942,6
26798512,6
27097756,8
26475255,5
27069045,3
24441763,4
22298786,1
23069219,5
23708814,6
28336277,1
21780060,8
29194767,7
29330034,3
20103236,8
24700901,3
29878497,6
27424564,3
25140636,3
21075638,1
24600265,6
27992127,2
25123529,6
29323579,7
25444045,7
26767418,8
21992558,3
27865699,8
29348512,3
23254489,7
25011980,5
25837938,5
22289022,2
29797958,4
27828957,1
21395917,2
24151280,8
21335921,3
27188454,1
28340137,4
22100677,8
28512442,4
20724836,2
21313318,1
28107198,7
24126986,6
22793486,1
25784774,2
25156508,8
23523121,7
22032627,4
22986531,1
23403291,3
27181904,4
25599098,4
23313080,8
24812587,2
22672899,3
20168911,8
22288865,6
23460668,7
27289739,8
28061374,7
28914805,2
29042712,5
22818686,5
27869162,4
27745977,4
23371752,8
24746715,6
24287933,8
28997784,1
24126091,8
20938376,3
27553529,5
23869538,3
27760923,8
22926720,7
21875240,3
23536161,7
28757209,7
26982571,7
21526985,6
20625079,8
28531236,3
22117935,4
25982725,4
22558289,7
21537275,2
20958275,7
24038919,5
24532763,1
22886874,5
28817184,6
20917364,7
22555539,5
22303967,6
27047819,6
22248579,8
26559589,8
22114050,4
21201273,6
23881779,2
21639174,1
20388640,3
28428929,3
25993802,4
24144535,5
26252257,2
26723523,1
21972663,7
24092061,6
27202374,8
29645320,3
21607085,6
27816913,2
22523443,2
23413612,1
21504713,4
26826967,5
27521047,8
26948338,1
25613331,5
26651831,6
23235876,7
20190305,5
28984663,5
21721123,8
26926517,3
21690802,7
26237497,6
27391613,6
21254319,1
21619280,1
29777481,3
27934177,5
29262649,8
26091395,4
22587075,1
27011638,8
27849098,5
24613812,3
26190439,7
24273599,1
25734674,6
21336666,8
24157060,8
24158974,8
21555338,8
27374902,2
21739721,2
25908461,5
28051149,1
26415874,7
27058544,6
28838779,5
29079581,7
26286341,5
20780223,6
29831928,2
26255006,8
27517440,6
29388560,5
24359026,3
21102145,7
27085176,1
26427891,7
21246233,4
20202746,8
23521152,5
20280102,7
28316303,8
29919333,8
22404781,6
25254657,6
20864737,1
22857997,7
28965863,6
28121569,6
24486888,4
26686210,5
25967528,5
27171834,6
20572981,7
23911864,7
22502568,1
20468713,6
28160161,3
23905072,2
27336695,4
23002952,6
25989673,4
20258461,6
22331704,5
24867577,7
24891938,6
24404970,8
29773494,2
26049001,6
24990025,7
23936265,3
25269911,7
20756914,8
24292353,4
22769408,5
29320199,1
27864955,7
20694612,3
27671939,8
26785114,6
25858674,7
26598246,7
20155027,8
24811857,6
27950168,5
23208271,1
29517588,7
28449558,6
24602246,8
27080528,3
28205371,8
21003543,8
25211177,7
26749396,3
28353415,5
27513913,4
23996695,5
27962132,3
29156675,8
22196597,4
20762079,6
21736053,5
22065409,5
21193246,1
25427331,4
24476728,8
24561965,6
24237125,7
20755956,1
29186935,7
27288290,7
21014579,6
24060955,4
21803387,7
20864729,8
24358940,5
29422531,8
21718420,4
26964694,8
23472267,6
22627720,6
24249030,6
25594798,6
23528958,6
25054789,4
22359034,7
20994485,5
25646887,1
20364958,6
24939514,6
27958471,7
23441329,1
29951061,3
22889921,2
24258950,4
29353924,4
24622122,8
28557644,1
21718667,7
20503421,6
27222379,8
22449792,5
21703063,4
23940613,1
25827594,2
22440212,1
24553712,8
29294065,1
21831131,1
27536555,3
21422842,5
25914942,1
24803309,8
28323824,3
27978351,5
20335821,4
25018840,3
26964016,8
27786509,8
21580775,5
26790783,2
25600694,4
23634416,5
27120272,7
29895937,8
21068570,4
28687770,6
28076965,1
24081777,8
21623771,6
20624141,8
27726850,2
25399305,4
24661621,4
22788470,4
20679386,7
25772466,6
20259246,2
29105198,6
28545756,8
23100526,3
20986093,7
22940905,5
26659477,4
27410109,3
22123805,5
28632701,7
20787283,6
22555175,7
25804003,1
28207266,5
29261766,7
22524275,7
24817820,6
24910962,7
20524918,8
22707964,5
25714969,7
27187857,4
20041379,6
22925229,2
27449794,6
22270206,4
24298999,1
21784614,5
27141606,8
28628161,2
27930144,2
25095963,5
25613012,5
21559406,5
21709944,6
29708213,2
23346671,1
26732100,1
26379551,8
24908927,3
27766540,4
25650376,6
24836477,1
29658735,7
28320257,6
27131254,7
21497920,5
26694230,2
20728890,4
21669138,6
22487838,3
29116172,5
27590017,7
21344438,6
23962908,4
27387270,7
29383567,5
22275062,8
28185330,6
21063851,8
20215298,8
23779027,8
21621560,1
29774384,3
29318713,5
27064453,8
28861071,1
22198175,4
21646640,6
20086771,8
24800077,6
25035225,1
23171099,3
27115888,6
22808588,5
20245615,2
20490114,1
20180252,2
20231834,8
22731947,3
27090982,1
24175608,6
20393449,7
21956389,2
21790342,1
29350657,6
25245653,4
24454414,5
29596617,4
23103078,7
22992981,7
24782622,8
21425126,4
27806160,6
24036746,3
25082751,5
29115813,8
28399535,7
25514588,2
26611455,1
22561545,1
21636472,2
24554388,5
29996934,4
27947526,3
25525814,1
24218352,7
24133346,8
28560324,5
26291910,7
27782997,4
25288780,4
27359702,6
20499009,3
28596374,4
27535560,1
21062028,8
23055112,4
28604673,7
24728944,2
21842434,6
29504503,1
29478794,2
27250347,8
21463514,2
28954428,2
24845702,6
20888711,8
26037612,7
27572352,1
26826613,2
28895029,1
26461342,6
28423534,7
22047560,3
24867547,6
28475039,8
21566156,5
20480373,1
28930074,7
27579299,8
22719044,4
29764116,4
29037980,6
29744017,6
21322354,5
22408511,7
24968102,3
22965170,7
29582937,7
28760607,7
28436325,7
24524347,6
24222223,3
22237870,1
25320933,2
26973372,5
25709456,2
21054113,7
21348158,2
22884401,3
25975635,6
29395246,7
23265518,1
24109930,1
27655781,2
28937776,2
22214801,2
26667213,1
24063702,6
26327009,8
22060986,8
22134193,7
29218355,5
24541967,4
23539317,1
28305503,4
20212037,1
26544454,1
23265079,7
29393056,7
22098985,7
20338311,8
21980506,6
23167402,3
28670487,6
27663795,4
23960680,2
27212983,4
27780490,5
27974175,6
24797736,8
24552775,8
25660513,6
20717323,3
23931337,4
22859087,2
20717348,4
23949062,3
28083863,8
29939294,8
24987106,5
22899226,2
21927169,8
26005180,1
28105211,7
27868530,8
27058870,7
29740252,7
20502243,4
27389074,5
24854852,8
26024418,8
28319619,8
25963307,6
27985576,3
21906221,5
26200177,5
21133977,7
21318136,4
27368818,7
27822734,6
25961216,1
24262068,8
26068013,8
23085177,8
27147994,4
24807037,8
21667219,2
23301800,3
27952950,3
26843133,5
29369147,8
21256158,8
24291245,8
20219862,1
27943871,8
24277305,6
28689157,3
28656391,2
24737319,1
23006858,6
20214163,6
26877954,4
27570341,8
24963318,4
25361022,6
25190055,4
22825870,3
20844448,2
29616554,4
25631136,6
24017837,6
20927143,5
21817012,7
20889246,1
21736487,6
21410275,5
24491264,8
28620240,4
20926702,6
26079475,1
22492383,7
24017587,5
20658097,1
28284334,5
21060935,7
22647609,3
20548198,5
21927093,4
24337277,1
23162935,1
26381076,4
29340888,1
24711390,5
28526173,8
24263143,8
20392539,1
26161866,4
27720763,5
27574849,8
28547634,8
28046631,6
26019933,4
29408888,6
28258452,8
24880006,3
26997470,1
24780309,4
28489409,6
23898194,6
26998211,5
20177266,1
27559880,5
22686362,7
24034386,8
23199116,8
24824687,7
27637800,8
28161385,6
21320615,5
27025090,5
27273839,6
23671926,4
24767506,4
25949714,8
24816661,4
20582186,5
29062034,6
29135920,8
25288376,6
23483161,8
26810802,1
28726576,1
22052473,6
26722792,1
27465779,7
20984020,6
25253012,3
23370113,4
29786696,7
23843154,2
24711027,8
26965902,7
26809229,4
29902893,5
23434348,3
23181588,8
27328368,8
23709151,8
20453497,4
26708610,7
21525639,7
21442915,7
27143411,6
26577593,4
27783310,5
24102718,4
27611883,7
28533307,4
26466460,5
28326055,8
24518453,7
25147874,6
23679571,7
25718542,5
24757015,7
27253792,5
25967143,8
27476043,8
25055370,7
24089916,6
20906648,5
28685787,2
24600173,6
28887359,7
29901439,5
27809663,6
24378836,5
27566388,5
20033820,5
28414938,1
22025520,8
28560660,6
26806866,7
24552806,4
29355210,2
28981557,4
21219740,1
20966237,5
27342366,6
22154174,8
21271155,7
22061582,2
25408000,3
22632910,4
27387670,1
25550041,6
28555497,6
21017709,6
27206431,7
20586661,6
23375621,3
27519260,7
25671535,4
25227085,2
24218901,1
28300616,8
23731465,6
23209196,3
28303928,4
20161201,4
24539497,3
26518185,6
21715717,3
28428151,6
26862805,8
22711855,8
29777438,4
23403154,3
21474424,8
25631308,5
24362874,6
22820468,7
28759458,6
25240529,7
29138762,6
25404978,2
25639189,6
29222057,8
20850945,6
23341629,8
27784953,2
20718836,2
25941566,7
27238107,2
25611927,1
23303346,8
26370333,7
25581909,1
27259618,1
23464779,1
28207213,1
29222332,4
21956893,5
29510539,2
23740669,4
23706053,5
27538061,8
23788201,2
28672733,6
25507438,1
23357338,7
28380804,7
22170017,6
22912639,7
29946747,6
24386719,8
23565495,3
25676197,2
20436134,7
20408279,8
25999026,3
24548037,4
26499353,2
26379350,6
24507469,8
24898337,6
22929867,6
24317907,2
27045875,1
22987278,5
23282874,5
20511144,8
24643181,8
25803883,2
26991827,7
26041108,5
29389475,5
22092995,7
27851942,3
22422268,4
21517260,6
21278371,3
28388369,8
25635975,6
29355270,8
26545850,6
25868888,5
24307095,8
20421980,6
25878502,6
25093347,8
26603406,7
25958156,8
29894234,4
28068289,6
28552958,5
23669303,8
20287495,3
23225016,6
27297971,8
25975930,6
27220856,4
21279890,6
26852783,7
26326565,1
22160842,5
29660030,4
26309735,5
23435892,4
21372376,5
28117100,6
25758436,2
27591745,5
27096225,7
28683727,1
28033512,4
28610293,8
22079763,2
26533649,7
24968034,6
21381337,8
22441874,7
24995602,7
24284181,5
22927553,6
21022375,5
25678738,5
21078585,4
28382316,8
23700558,6
22096940,6
24588402,6
21464277,4
25194532,8
21780098,8
21653008,3
24752845,8
29294543,2
22025981,5
28831863,1
29767352,7
29280777,1
28904992,6
27174184,1
22366808,3
26416184,7
20096826,7
23724600,7
25909078,6
25467157,4
22577389,1
20159351,1
27276130,6
26660795,4
24644543,8
23983814,1
24362387,2
22680205,3
26260006,8
24052545,3
20955080,4
25210455,4
23877234,2
29062266,8
27385422,7
21256927,6
27709959,8
20975947,1
20461952,5
25022316,4
28440150,6
22446339,8
22675478,6
20937550,6
24832914,7
27604661,7
27891243,3
20650421,3
22510509,3
23940800,7
26951955,1
29064405,6
23595051,3
21329314,2
25743033,5
20736097,6
24561299,5
24990968,7
21579258,3
28402843,8
23754683,5
21920968,3
26510331,5
28168261,3
25980875,6
21366713,7
29220248,7
28091375,8
28002229,1
23889381,8
22618813,7
29006128,5
23710603,3
27099584,6
21128314,2
21560822,7
25365848,4
29317202,8
26861764,3
21141181,8
26797418,5
25095987,5
24870709,8
20651382,2
28921885,3
24482446,1
24846070,8
20660556,2
24340760,6
23632222,8
22325451,3
22264989,2
29471412,6
28211121,7
24860416,8
25540671,8
27991482,6
29789421,8
20895091,2
24253414,6
22953889,5
24727112,8
21462111,1
20479059,1
25804307,8
26182293,8
22494115,4
28921340,5
29885662,7
29563247,3
24180307,8
23487847,7
28707372,8
25794390,3
28999427,7
25530186,8
29127092,4
27778458,4
24499397,5
26096205,3
24057496,7
21785002,6
25268775,8
24604249,5
25844355,6
21946143,5
28719692,2
22078733,6
22792248,2
27752148,2
21786565,8
20565479,4
28769534,8
27554951,4
25702713,8
26508372,8
23657725,2
22799012,8
29502072,5
21425930,5
29338337,6
24381974,8
20488643,2
29328087,6
20557251,7
26462431,8
20652049,1
20105217,4
23921895,5
29471084,7
28561376,5
22652553,3
27477323,8
27729215,3
21414366,8
27843532,4
21837935,8
27526107,1
27464728,1
20805469,5
20694463,5
27111774,1
23590351,3
26777602,7
28082657,7
20976175,7
26213484,5
28842847,6
20245061,1
21800683,2
29687884,8
23840594,8
23639579,8
25943343,1
25298626,8
29288870,5
23233962,6
28191778,8
25733479,1
28031951,7
23698077,5
22650830,1
23407344,5
24759183,3
29340133,2
27753179,4
20857165,4
22691600,3
29978495,8
21875186,8
26739124,8
23425434,6
27387584,5
23194089,5
28870716,1
24630747,7
21310893,4
27026504,3
28861073,8
25025683,1
22370965,2
26297187,4
26894409,8
21092355,5
28525238,7
21008198,7
27228984,7
28866375,6
27753040,3
22316182,2
23237729,1
22400442,8
26912233,6
28673776,3
23771979,2
20354066,8
25415317,4
21533092,2
26860114,2
29344924,7
29228155,7
24376022,8
26160957,8
22106207,6
24512530,7
29473912,7
23355351,6
22001912,8
23190032,6
27311890,2
22572205,8
24005341,3
26580587,8
21147079,7
29141741,5
23328607,6
20419483,2
22254521,7
21186934,7
27850035,8
27864310,6
24045405,3
25038909,6
23262535,1
22960494,8
21582051,8
23147444,6
20178850,5
21537002,7
25883113,8
25879205,2
24960388,5
23346354,8
26336252,4
24687883,2
24959435,7
21365350,2
26212116,1
26914250,1
21963666,4
23037470,6
22532682,7
28396192,2
21215039,7
20059517,6
26632298,8
26020661,6
21946273,8
25453305,4
27088001,2
23094239,5
25865999,8
21240445,5
24207452,5
25581389,5
20087158,4
25233673,7
29423159,5
27644400,5
23181812,8
22519374,3
29217418,3
27366172,6
25339857,5
24505378,1
23693967,1
20659424,7
26008208,6
27540935,7
26235467,6
24924598,6
24491515,7
23767356,8
23182105,3
22761189,5
23512751,5
22258272,4
28915506,2
22272518,3
21368484,8
21245085,6
28450165,4
24574466,4
22172994,4
24160024,1
25771287,3
20622696,7
26813696,6
21492086,8
20805253,3
28867877,2
29281200,8
20009354,5
25313484,6
26144274,4
24569575,3
21489816,1
23931451,3
21554871,1
22005594,6
28600263,8
27298976,2
25548752,8
22506129,2
26295225,2
21545057,7
23228703,6
26116289,7
26982096,8
23468557,3
22930783,7
21779046,1
26345464,7
23933025,4
22083067,3
25720393,7
22291693,8
29387226,7
27424572,3
26829589,3
21060322,1
23307518,3
27053312,7
24310573,8
24376063,6
27890674,5
25488901,6
28824307,4
23416758,3
27084231,6
24124332,3
20052475,7
22536297,5
24370590,5
23198985,8
23897753,5
21472313,2
25509322,3
29493997,7
26338859,2
20853416,5
27671312,8
29516423,7
23998264,4
21243972,1
22045639,4
21125373,6
27844028,5
26588168,7
25266055,3
21667731,4
22348820,3
22030815,3
20821129,3
22702235,1
25367403,4
27916246,1
24641851,7
28299624,2
29737863,8
21615667,7
25171203,3
23951063,8
20209346,6
29898353,8
22490210,7
29849443,7
28103198,7
21009492,2
24983722,7
20039800,5
20459989,4
22780501,4
27222166,1
21655528,8
20163108,2
24799480,7
24001493,2
22212807,8
22629070,4
29248196,8
20074891,1
23471725,8
26051100,2
23897874,4
23854390,7
22427027,8
29793226,6
23326288,8
20809933,8
20411568,6
29419816,5
20576663,5
23790344,6
23867156,1
27699860,6
21719123,6
21697835,5
29798129,6
25041435,7
25426558,3
25977720,8
29452922,2
29854801,8
22213051,6
29926919,2
28812233,7
21889210,8
21718472,8
29154649,8
29092107,4
28625862,8
21971407,5
22651522,5
21049128,4
23767233,8
28591668,1
22015638,7
27272083,1
24611254,1
23731497,6
20525489,3
26353363,5
25035698,7
27249113,3
26314180,6
20126723,8
21892612,5
23479824,2
23768934,2
28309633,7
26883332,7
23155910,2
26848342,6
21533229,2
25807339,5
28225602,4
21250782,4
29722019,7
24547883,8
29923019,6
21747521,3
24549847,5
26320742,1
29939494,7
21882618,6
21411609,6
21080986,1
25159394,6
28743225,5
27003953,6
22281761,4
27952525,4
21254402,8
25033954,4
27853665,1
24390690,6
24326518,2
29920992,8
28121689,5
28865180,3
24947100,6
23034250,7
26928906,5
24598283,1
25935326,7
27521576,1
21207283,4
23917580,4
20157074,6
28762556,8
23609128,4
27452858,5
27633658,8
22179617,7
25209295,5
25016364,4
20081488,1
27602804,3
24291341,4
20007858,3
28496467,3
24497653,5
20470958,1
22799332,7
29960257,3
27587306,6
29951202,7
20472570,6
20635279,7
20314975,8
22602260,7
22078017,5
27457263,7
23010681,6
23136639,1
23263339,8
21801345,6
21720094,5
20279076,8
24731002,8
29973342,1
23208816,8
24870546,8
26589173,7
25284234,7
23835637,8
25422158,6
26077766,8
21502798,1
20645290,3
23641683,7
22995549,8
20876851,7
29245327,5
29583945,4
26380546,3
22712986,5
20833614,8
21107843,1
21860042,2
21045229,1
28560863,5
28607016,8
25076282,1
25964409,4
20221050,2
23657464,8
25323227,8
21918436,2
27072951,4
23379005,4
25392102,7
25082682,3
21722919,1
25483152,8
25943443,6
26875264,4
29670119,6
27827702,2
24127995,8
27647660,5
23294240,4
27620913,2
27064544,3
21735876,2
23002838,7
29006513,8
24679233,8
26406875,8
21606772,8
24566425,7
25307192,1
24622792,8
21239280,3
28860925,2
26262328,7
29300446,5
26222916,2
28444922,4
20678311,3
22059765,7
25137763,4
23831271,6
26849968,5
24397234,3
21887595,5
25958487,6
22991854,6
27792520,6
20382186,3
28361897,5
26070015,7
27621260,4
25855089,8
29723401,5
21983432,2
28527430,4
29927115,8
23780476,5
20961857,7
29978707,7
29462736,8
25209157,8
28228490,7
22011979,8
29286503,2
28901516,4
28362227,7
25352790,7
22974413,2
20498920,1
24525871,7
21652953,4
29560089,4
21882810,8
27079331,2
22451358,3
23354559,7
22894583,1
26791779,8
22550565,8
20303420,6
24914998,7
29107546,7
23342953,2
27732668,1
20612722,7
26681315,4
25837338,5
23152761,5
20157409,3
25081751,6
28885828,2
27802609,7
22841542,4
25304861,8
23477665,6
26198686,7
20739736,3
28146532,6
27736125,6
20512287,1
22445563,2
26510807,6
29118072,8
21054683,4
20035801,5
24758891,1
27121131,4
23811017,8
28194588,6
29549297,6
26724939,4
28855877,2
25419447,4
26619271,7
24735836,8
25710737,5
22120907,6
24334089,1
21498193,5
28161658,7
26922740,4
28489241,5
22992418,8
27539671,4
29655428,5
29458772,6
24629164,7
26157949,4
20935710,4
24630310,8
25839118,6
28306115,8
27041670,4
21624038,3
24811514,7
28885777,1
24206374,3
22447298,2
28605213,7
21542047,7
26594055,5
21666821,6
27855460,7
21773993,8
20197360,7
26490743,4
29808719,2
26716378,4
28797836,8
23580197,5
25323745,5
20660857,7
23024334,2
24853197,4
27571781,5
26435098,8
26302659,8
25059607,5
25419508,6
22971589,8
21098584,8
21332320,5
26300844,2
24252404,8
24296106,7
28799982,7
26060971,8
20116645,4
23504822,6
27305302,5
25818927,6
27142961,7
28923870,5
28013473,3
25769536,3
29740646,4
22374740,2
27718302,3
28635403,2
23193947,6
24220970,3
29782431,8
21962128,8
24647866,5
27696223,4
28498846,7
20231992,8
28401156,6
29613238,6
28025619,7
21355864,6
29606770,4
23648080,7
29396040,3
28993821,4
21570239,4
29256368,1
28360318,4
21263412,4
21538824,8
29673924,7
23483701,5
23153659,4
29913892,8
27107362,2
29886763,8
26932258,8
21969875,4
27445935,7
25839734,5
20280462,1
22867314,3
22056829,2
24619410,6
26005160,6
27260919,7
26201137,4
23098568,2
26855058,5
23662240,4
29395255,5
23714448,5
25641783,4
29709201,8
23506426,3
28079397,5
29788499,1
20042275,6
24515399,2
21914107,4
21484518,2
28149700,2
26850637,2
24653218,8
28122418,5
27587335,2
23507097,5
29772411,5
26992700,6
20527583,6
29993702,7
22483284,1
27851584,8
22726733,5
27750113,3
20843169,7
21521506,5
24691886,4
29248174,8
29602082,3
25807143,8
21939035,8
21453190,8
23768329,5
23841738,3
29477140,6
29829600,3
24914303,1
28695064,4
26094275,8
27343390,3
20975638,8
20595949,4
29828900,4
21723446,3
28774173,8
26247344,5
27004141,1
25457690,6
27396232,6
24256505,1
25366586,7
29141886,4
25334218,4
26046475,6
29886336,7
27746899,1
29705907,8
26100174,8
26734817,8
27292728,5
24280762,1
24361305,7
28841927,7
21895792,6
22850958,8
26653530,6
23749623,5
28837349,1
24803851,6
24806655,5
21895321,1
21716459,4
27030398,4
21309571,7
26098037,5
22787684,4
26869867,5
25798698,4
24983934,2
23589614,7
20531534,5
22112876,8
21986951,5
26976318,7
21187405,3
26748132,1
23644483,5
23806497,4
23675250,7
20821147,1
24099181,1
21737249,4
24280249,4
29112177,8
20021711,1
25223392,4
23677274,6
24370808,7
29479342,3
22471815,8
20229737,5
24478646,8
22639870,8
24703725,1
24456992,1
22568034,3
27143003,4
27179159,2
26757009,3
26883053,3
23444942,4
29717907,4
27624103,3
24859361,1
29428686,7
29126153,6
27539717,1
22429178,7
29126597,3
28042773,5
28695340,2
28666734,2
25386799,3
29545487,8
29519543,4
28050883,8
21098282,6
24490284,3
25883266,1
26217683,3
29227611,1
27098757,6
29808850,5
21215948,3
21236914,8
23167546,3
24847525,7
28204612,6
25383311,4
20271232,3
22589615,8
27959350,2
20603433,8
21491671,3
21303021,8
24537931,4
22090976,8
24754240,6
24116888,6
26754418,7
22186439,2
24566636,8
20406395,4
23424249,2
27636739,8
28519740,4
24459254,7
24477596,6
22183257,7
22551317,4
26966883,7
21378089,4
27769032,3
23129611,5
23965692,8
20374762,4
24303472,7
23556398,6
25577035,2
26561668,3
24674273,6
26048321,2
23153446,7
28268108,1
28052820,7
25043606,8
23166569,2
28176738,4
22261045,8
24364065,2
27944039,2
25035294,5
26616834,4
21833433,8
24294698,3
21642586,1
27346853,5
26480880,7
21720439,8
25776545,7
26145779,4
27805353,7
21323298,7
23776594,5
27056768,6
25979169,5
21599557,5
27764080,7
23372824,3
21473652,2
28287205,1
29435980,4
20446739,1
21814823,3
26194700,6
25203564,4
28897846,3
26021429,3
26201717,5
27202786,6
25644062,8
23660013,1
20630653,1
21712812,2
28337492,5
24862510,2
27741121,7
24870143,8
20900183,3
23212419,1
25961913,1
26757728,2
27445287,1
20003829,6
21919820,2
28494528,1
22013788,8
20876935,4
28435251,8
20222044,7
25056507,6
22689258,1
23567612,2
23921457,1
24215049,8
24194066,5
20919463,1
23475830,4
25165327,1
29166212,8
21077925,4
22648595,6
25458018,3
23024191,8
20578428,8
21492850,7
27188466,8
27533248,1
22126563,6
20850982,8
25110884,8
24276916,1
27502351,6
25894094,7
26798015,3
26235716,8
21629950,2
29247366,5
20236387,1
25189016,4
21319672,5
21063676,8
24209621,8
22562691,8
26582585,3
24357607,2
27438896,6
25708304,7
27200742,5
21827221,4
23040255,4
23436844,6
29136958,8
27319883,8
20907390,3
23996934,3
21569108,8
20604476,3
26484814,7
22231372,7
26016810,4
23698088,1
26494805,4
27497483,2
29605410,5
22267613,8
25331222,4
23607465,8
29910246,1
21396766,1
23010670,4
29171316,3
29739849,8
22977860,7
23144993,4
26489505,7
26211402,3
27887653,2
28981339,5
22308712,6
25417446,1
25673455,8
27325732,2
28668573,8
22830639,4
29926942,3
20716772,8
23694486,8
23295760,4
25363525,1
27607453,6
20518992,7
24019988,6
24321312,4
27042320,6
26329202,6
28931359,3
20639207,7
25332800,4
23587024,6
29497339,3
28700086,8
21809520,8
23220987,6
29838257,6
20095204,8
28235612,1
28903558,4
24180838,6
25621154,3
20068974,7
21324255,1
25262651,4
28112070,8
22188927,4
29855332,7
27239907,5
20770319,3
27426235,5
20894690,8
20570562,1
23275830,7
28523940,8
20531143,7
21835918,5
23170668,8
28251907,5
29477867,7
26072872,8
28175761,1
23607010,7
20828612,5
21111455,3
22928840,5
25920077,5
28425803,1
23381081,6
25854071,3
27260951,8
26106749,2
24920382,5
26021831,7
20029727,6
28989727,4
29160168,2
21070706,5
29591727,8
20227706,6
22421299,3
22377589,8
24981723,3
27265155,2
29520534,7
29294634,2
21083525,7
27380415,8
21789174,8
22536830,4
26308209,4
28637844,6
21853984,4
28771263,6
24884578,4
25396561,8
20347592,7
21261914,8
23678422,7
27468174,8
28390931,8
21233596,4
29853249,3
21033553,4
22675990,3
27352584,6
28026887,5
22702947,8
23892268,8
27475625,4
21440919,3
28328938,2
26340113,3
29378989,6
28319870,6
25736929,1
22868883,2
29506802,8
23172612,5
28661411,8
26071561,5
25487193,2
27751278,2
22906661,4
23014197,4
22194060,5
26122352,8
23713629,3
28468551,6
27897460,3
28333339,4
27007182,4
21090801,7
21491411,4
20445303,5
29290318,4
22907566,5
22181311,7
22545413,4
20055890,1
22277633,4
29151149,8
21460863,5
29599447,5
28670342,4
20779679,1
26154746,8
21824700,8
29552699,7
24906256,1
20499265,7
20106374,2
25621426,4
22433420,5
21119277,8
29109164,6
21612268,5
24044246,3
21986554,1
26537241,7
27641125,4
22186931,7
20400925,1
22925827,4
24604504,4
20575442,5
29843167,8
28502034,4
29682368,4
26392945,8
28970871,8
22522939,4
29967089,1
22405625,6
29407071,8
29161524,4
29252416,7
23548537,6
24903624,1
22747343,5
25239195,8
25810063,5
24340768,8
